state	N_v	L_v	F_hat	R_star	eligible_relobstq	variant
metastatic::RUNX1+TP53	19	0.0017329441809558	0.0046646166675353064	0.6169692741199531	True	uniform_inflow
metastatic::CBFB+TP53	2	0.0001824151769427	0.0046581018397873495	0.06503496507467295	False	uniform_inflow
primary::MAP3K1+PIK3CA+TP53	32	0.0029186428310835	0.004546347486880131	1.0661375667829938	True	uniform_inflow
primary::GATA3+PIK3CA+TP53	21	0.0019153593578985	0.004314820531529747	0.7371951223887915	True	uniform_inflow
primary::PIK3CA+PTEN+TP53	31	0.0028274352426121	0.004055229702803562	1.1579028676992875	True	uniform_inflow
primary::PIK3CA+RB1+TP53	8	0.0007296607077708	0.0038096708107652854	0.3180741911813657	True	uniform_inflow
primary::BRCA1+PIK3CA+TP53	8	0.0007296607077708	0.0037535430640136852	0.32283044076785683	True	uniform_inflow
primary::NF1+PIK3CA+TP53	31	0.0028274352426121	0.0037184632222939237	1.2627695424815877	True	uniform_inflow
primary::MAP2K4+PIK3CA+TP53	14	0.001276906238599	0.0036974153172620776	0.5735294120829361	True	uniform_inflow
primary::BRCA2+PIK3CA+TP53	13	0.0011856986501276	0.0036623354755423157	0.5376642039093983	True	uniform_inflow
primary::AKT1+PIK3CA+TP53	3	0.000273622765414	0.003634271602166516	0.1250344733175159	False	uniform_inflow
metastatic::TP53	711	0.0648485954031375	0.0036239815152620666	29.71731185717101	True	uniform_inflow
metastatic::PIK3CA	304	0.0277271068952936	0.0036239815152620666	12.706136152714436	True	uniform_inflow
metastatic::GATA3	168	0.0153228748631886	0.0036239815152620666	7.021812084394834	True	uniform_inflow
metastatic::ESR1	75	0.006840569135352	0.0036239815152620666	3.1347375376762407	True	uniform_inflow
metastatic::AKT1	42	0.0038307187157971	0.0036239815152620666	1.7554530210986856	True	uniform_inflow
metastatic::PTEN	40	0.0036483035388544	0.0036239815152620666	1.671860020093995	True	uniform_inflow
metastatic::BRCA2	27	0.0024626048887267	0.0036239815152620666	1.1285055135634374	True	uniform_inflow
metastatic::MAP3K1	22	0.0020065669463699	0.0036239815152620666	0.9195230110516882	True	uniform_inflow
